sqft,bedrooms,bathrooms,house_age,condition,location_Downtown,location_Mountain,location_Rural,location_Suburb,location_Urban,location_Waterfront,price
-0.3463086110618597,0.22661687238014944,-0.20101595357479585,-0.026298716944198813,2.0,0.0,0.0,0.0,0.0,1.0,0.0,502000.0
-1.1799377227197496,-1.0386606650756844,-1.425385852621281,1.5284195494628428,1.0,0.0,0.0,1.0,0.0,0.0,0.0,276000.0
-0.18842430961150172,0.22661687238014944,-0.20101595357479585,-0.44089025465274323,2.0,0.0,0.0,0.0,0.0,1.0,0.0,520000.0
-0.6936540742526471,-1.0386606650756844,-0.8132009030980384,0.8547083006864581,1.0,0.0,0.0,1.0,0.0,0.0,0.0,328000.0
-0.22000116990157334,0.22661687238014944,-0.20101595357479585,-0.33724237022560716,2.0,0.0,0.0,0.0,0.0,1.0,0.0,512000.0
1.5798798666325073,1.4918944098359834,1.6355388949949319,-1.2700733300698321,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1190000.0
-0.5357697728022892,0.22661687238014944,-0.20101595357479585,0.33646887855077756,2.0,0.0,0.0,0.0,1.0,0.0,0.0,440000.0
-1.2936144197640074,-1.0386606650756844,-1.425385852621281,1.787539260530683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,249000.0
1.3904187048920778,1.4918944098359834,1.6355388949949319,-1.114601503429128,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1140000.0
-0.29894332062675233,0.22661687238014944,-0.20101595357479585,0.0773491674829373,2.0,0.0,0.0,0.0,0.0,1.0,0.0,492000.0
1.4725185416462638,1.4918944098359834,1.0233539454716893,-1.2182493878562641,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1210000.0
-1.2462491293289,-1.0386606650756844,-1.425385852621281,1.735715318317115,0.0,0.0,0.0,1.0,0.0,0.0,0.0,251000.0
2.385089804029333,2.757171947291817,2.2477238445181746,-1.891960636632649,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1580000.0
2.6534931164949414,2.757171947291817,2.859908794041417,-1.5810169833512404,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1680000.0
1.6588220173576864,1.4918944098359834,1.6355388949949319,-1.3737212144969682,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1220000.0
1.2325344034417198,0.22661687238014944,0.41116899594844675,-1.0109536190019919,3.0,1.0,0.0,0.0,0.0,0.0,0.0,891000.0
-0.6147119235274682,-1.0386606650756844,-0.20101595357479585,0.49194070519148175,2.0,0.0,0.0,0.0,1.0,0.0,0.0,430000.0
0.600997197640288,0.22661687238014944,0.41116899594844675,-0.5445381390798794,3.0,1.0,0.0,0.0,0.0,0.0,0.0,695000.0
-1.1515185484586852,-1.0386606650756844,-1.425385852621281,1.580243491676411,0.0,0.0,0.0,1.0,0.0,0.0,0.0,264000.0
1.5483030063424357,1.4918944098359834,1.6355388949949319,-1.2182493878562641,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1170000.0
-0.8199615154129336,-1.0386606650756844,-0.8132009030980384,0.8547083006864581,1.0,0.0,0.0,0.0,1.0,0.0,0.0,380000.0
0.8062467895257533,0.22661687238014944,0.41116899594844675,-0.8036578501477196,3.0,1.0,0.0,0.0,0.0,0.0,0.0,748000.0
-1.0141592061968738,-1.0386606650756844,-0.8132009030980384,1.3211237806085707,2.0,0.0,0.0,0.0,1.0,0.0,0.0,495000.0
-0.709442504397683,-1.0386606650756844,-0.20101595357479585,0.5955885896186178,2.0,0.0,0.0,0.0,1.0,0.0,0.0,425000.0
-0.07790529859625117,0.22661687238014944,0.41116899594844675,-0.8036578501477196,2.0,0.0,0.0,0.0,0.0,1.0,0.0,545000.0
-1.1357301183136495,-1.0386606650756844,-1.425385852621281,1.632067433889979,0.0,0.0,0.0,1.0,0.0,0.0,0.0,261000.0
0.048402142564035196,0.22661687238014944,-0.20101595357479585,-0.18177054358490297,2.0,1.0,0.0,0.0,0.0,0.0,0.0,582000.0
1.2798996938768272,1.4918944098359834,1.0233539454716893,-1.4773690989241044,3.0,0.0,1.0,0.0,0.0,0.0,0.0,982000.0
0.3957476057548227,0.22661687238014944,0.41116899594844675,-0.44089025465274323,2.0,1.0,0.0,0.0,0.0,0.0,0.0,682000.0
1.753552598227901,1.4918944098359834,1.6355388949949319,-1.5810169833512404,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1280000.0
0.7115162086555386,0.22661687238014944,0.41116899594844675,-0.6481860235070155,3.0,1.0,0.0,0.0,0.0,0.0,0.0,730000.0
-1.1830954087487568,-1.0386606650756844,-1.425385852621281,1.632067433889979,0.0,0.0,0.0,1.0,0.0,0.0,0.0,258000.0
-0.709442504397683,-1.0386606650756844,-0.8132009030980384,1.0101801273271622,1.0,0.0,0.0,1.0,0.0,0.0,0.0,325000.0
0.07997900285410679,0.22661687238014944,-0.20101595357479585,-0.18177054358490297,2.0,1.0,0.0,0.0,0.0,0.0,0.0,592000.0
-0.10948215888632276,0.22661687238014944,0.41116899594844675,-0.5445381390798794,2.0,0.0,0.0,0.0,0.0,1.0,0.0,529000.0
1.9745906202584023,1.4918944098359834,2.2477238445181746,-1.6846648677783767,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1340000.0
-0.14105901917639435,0.22661687238014944,-0.20101595357479585,-0.4927141968663113,2.0,0.0,0.0,0.0,0.0,1.0,0.0,530000.0
-1.088364827878542,-1.0386606650756844,-1.425385852621281,1.4765956072492747,1.0,0.0,0.0,1.0,0.0,0.0,0.0,279000.0
-0.14105901917639435,0.22661687238014944,0.41116899594844675,-0.7000099657205835,2.0,0.0,0.0,0.0,0.0,1.0,0.0,535000.0
0.5631049652922021,0.22661687238014944,0.41116899594844675,-0.8554817923612877,3.0,1.0,0.0,0.0,0.0,0.0,0.0,752000.0
-0.7725962249778262,-1.0386606650756844,-0.8132009030980384,1.1138280117542985,1.0,0.0,0.0,1.0,0.0,0.0,0.0,302000.0
-0.030540008161143783,0.22661687238014944,-0.20101595357479585,-0.026298716944198813,2.0,1.0,0.0,0.0,0.0,0.0,0.0,552000.0
-0.8641691198190338,-1.0386606650756844,-0.8132009030980384,0.33646887855077756,1.0,0.0,0.0,1.0,0.0,0.0,0.0,319000.0
2.069321201128617,1.4918944098359834,2.2477238445181746,-1.7364888099919447,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1380000.0
-0.8357499455579693,-1.0386606650756844,-0.8132009030980384,0.9583561851135942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,372000.0
-0.29894332062675233,0.22661687238014944,-0.20101595357479585,-0.12994660137133493,2.0,0.0,0.0,0.0,0.0,1.0,0.0,510000.0
-0.8673268058480409,-1.0386606650756844,-0.8132009030980384,1.0101801273271622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,375000.0
-0.8673268058480409,-1.0386606650756844,-0.8132009030980384,1.0101801273271622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,368000.0
-0.030540008161143783,0.22661687238014944,-0.20101595357479585,-0.07812265915776687,2.0,1.0,0.0,0.0,0.0,0.0,0.0,575000.0
-0.38577968642444915,0.22661687238014944,-0.20101595357479585,0.12917310969650536,2.0,0.0,0.0,0.0,0.0,1.0,0.0,482000.0
0.17470958372432155,0.22661687238014944,-0.20101595357479585,-0.33724237022560716,2.0,1.0,0.0,0.0,0.0,0.0,0.0,620000.0
